<<<<<<< HEAD
/ [GET, 404, 127.0.0.1, 2022-03-18 10:37:27.646207, 0.001s, 22B]
/v1/latestReports [GET, 200, 127.0.0.1, 2022-04-04 16:58:13.943179, 10.7451s, 4187B]
/v1/top5Dieseases?continent=Asia [GET, 200, 127.0.0.1, 2022-04-04 16:58:15.277240, 0.0177s, 188B]
/v1/top5Dieseases?continent=Europe [GET, 200, 127.0.0.1, 2022-04-04 16:58:16.189206, 0.0958s, 410B]
/v1/top5Dieseases?continent=Asia [GET, 200, 127.0.0.1, 2022-04-04 16:58:30.506327, 0.0153s, 188B]
/v1/diseases/search?disease=Tuberculosis [GET, 200, 127.0.0.1, 2022-04-04 16:58:35.977797, 0.1138s, 894B]
/v1/top5Dieseases?continent=World [GET, 200, 127.0.0.1, 2022-04-04 17:05:28.039264, 0.8201s, 187B]
/v1/top5Dieseases?continent=Africa [GET, 200, 127.0.0.1, 2022-04-04 17:05:30.464049, 0.0342s, 138B]
/v1/top5Dieseases?continent=Europe [GET, 200, 127.0.0.1, 2022-04-04 17:05:31.624421, 0.0166s, 410B]
/v1/top5Dieseases?continent=Asia [GET, 200, 127.0.0.1, 2022-04-04 17:05:34.549111, 0.0196s, 188B]
/v1/diseases/search?disease=HIV [GET, 200, 127.0.0.1, 2022-04-04 17:05:36.214790, 0.1214s, 648B]
/v1/latestReports [GET, 200, 127.0.0.1, 2022-04-04 17:05:37.857432, 10.6368s, 4187B]
/v1/quizzes/HIV/getAll [GET, 200, 127.0.0.1, 2022-04-04 17:05:40.189531, 0.013s, 2B]
/v1/top5Dieseases?continent=World [GET, 200, 127.0.0.1, 2022-04-04 17:05:41.906815, 0.0192s, 187B]
/ [GET, 404, 127.0.0.1, 2022-04-04 17:33:15.018055, 0.001s, 22B]
/favicon.ico [GET, 404, 127.0.0.1, 2022-04-04 17:33:15.344494, 0.0003s, 22B]
/docs [GET, 200, 127.0.0.1, 2022-04-04 17:33:22.352185, 0.0004s, 964B]
/openapi.json [GET, 200, 127.0.0.1, 2022-04-04 17:33:23.046880, 0.0163s, 13212B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:33:58.493465, 0.5375s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:46.856511, 0.0467s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:47.709052, 0.0483s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:48.426893, 0.0647s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:49.423378, 0.0355s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:50.180056, 0.0535s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:50.866532, 0.0446s, 118B]
/v1/diseases/{search}?disease=fakediseasetest [GET, 200, 127.0.0.1, 2022-04-04 17:34:52.184836, 0.0298s, 118B]
/v1/diseases/searchs/AAA [GET, 200, 127.0.0.1, 2022-04-04 17:35:35.715211, 0.2087s, 1192B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:06.792702, 1.6169s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:06.947902, 0.1486s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 18:41:07.143774, 0.3082s, 337B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:07.187010, 0.2346s, 175B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:07.444376, 0.6091s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:07.600759, 0.7669s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 18:41:19.417964, 0.5497s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:19.419437, 0.5511s, 7B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:58.510127, 0.1261s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 18:41:58.607797, 0.2176s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:58.675493, 0.2854s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:41:58.764516, 0.3759s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 18:46:45.249802, 0.5593s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:46:45.251455, 0.5608s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:46:53.545244, 0.0721s, 528B]
/v1/quiz/undefined/answer [OPTIONS, 200, 127.0.0.1, 2022-04-16 18:46:55.848532, 0.0004s, 2B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 18:46:55.955096, 0.1046s, 35B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:50:22.954356, 0.2041s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 18:50:25.145603, 0.1935s, 35B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:51:16.299353, 0.1278s, 528B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:51:26.078494, 0.1041s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:51:26.223196, 0.105s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 18:51:26.326408, 0.202s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:51:26.420118, 0.2958s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:51:26.550253, 0.4268s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 18:51:29.148021, 0.1912s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:51:29.148620, 0.0911s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:51:30.098299, 0.1144s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 18:51:32.794639, 0.1848s, 35B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 18:52:05.313071, 0.2933s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 18:52:05.314898, 0.1433s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:52:12.726674, 0.1022s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:52:13.576663, 0.2458s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 18:52:13.713099, 0.375s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:52:13.856155, 0.5193s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:52:14.001080, 0.6645s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 18:52:17.160604, 0.384s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:52:17.162357, 0.3857s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:52:18.343891, 0.1556s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 18:52:21.176136, 0.1701s, 35B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:52:21.462387, 0.2451s, 528B]
/v1/answer/UfzSvqd2N5E69tXhjYoV [GET, 200, 127.0.0.1, 2022-04-16 18:52:21.464778, 0.1068s, 213B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 18:52:52.459271, 0.2545s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 18:52:52.460458, 0.2556s, 4B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:52:59.903410, 0.1874s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:53:00.784969, 0.2827s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 18:53:01.760466, 1.2563s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:53:02.607568, 2.1035s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:53:03.279268, 2.7753s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 18:53:05.833409, 0.3473s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:53:05.834607, 0.3484s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:53:06.925087, 0.1657s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 18:53:10.912422, 0.122s, 35B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:53:11.066035, 0.1136s, 528B]
/v1/answer/lV7UnphMDnTGR1o4En0E [GET, 200, 127.0.0.1, 2022-04-16 18:53:11.211384, 0.1455s, 213B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:58:11.479031, 1.198s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:58:11.618925, 0.1025s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 18:58:11.722167, 0.1988s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:58:11.842622, 0.321s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:58:12.129684, 0.6082s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 18:58:16.345030, 0.3751s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 18:58:16.346304, 0.3763s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:58:17.505060, 0.103s, 528B]
/v1/quiz/undefined/answer [OPTIONS, 200, 127.0.0.1, 2022-04-16 18:58:19.763876, 0.0005s, 2B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 18:58:19.897885, 0.1322s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 18:58:20.423905, 0.2183s, 2B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 18:58:20.425083, 0.2193s, 528B]
/v1/answer/Xmq54s7axsbfnO3r5pr7 [GET, 200, 127.0.0.1, 2022-04-16 18:58:20.901468, 0.4768s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 18:58:21.060050, 0.1566s, 11B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:03.593866, 0.167s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:03.684987, 0.052s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:02:03.706781, 0.0707s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:03.786782, 0.1508s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:03.857614, 0.222s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:02:06.923353, 0.1288s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:06.924581, 0.0562s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:02:08.045956, 0.0642s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:02:10.066102, 0.1841s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:02:10.765459, 0.4677s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:02:10.766513, 0.4684s, 528B]
/v1/answer/qi5DjAyyNxyDglnqUSse [GET, 200, 127.0.0.1, 2022-04-16 19:02:10.934474, 0.1696s, 213B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:34.864041, 0.0485s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:34.972027, 0.0577s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:02:34.995096, 0.0773s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:35.061172, 0.1435s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:35.103163, 0.1865s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:02:38.142773, 0.1102s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:02:38.143994, 0.0443s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:02:39.072447, 0.0972s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:02:41.380025, 0.0982s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:02:41.751821, 0.1329s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:02:41.753357, 0.0555s, 528B]
/v1/answer/1Zwkji2FI8WOjeLPRAm0 [GET, 200, 127.0.0.1, 2022-04-16 19:02:41.802906, 0.0501s, 213B]
/v1/quiz/complete/undefined//undefined/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:05:18.898372, 0.2468s, 2B]
/v1/quiz/undefined/undefined [GET, 500, 127.0.0.1, 2022-04-16 19:05:18.900053, 0.2483s, 31B]
/v1/answer/undefined [GET, 200, 127.0.0.1, 2022-04-16 19:05:18.902625, 0.0621s, 4B]
/v1/quiz/complete/undefined//undefined/0 [POST, 404, 127.0.0.1, 2022-04-16 19:05:18.909695, 0.0016s, 22B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:05:28.600262, 0.0513s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:05:29.490266, 0.0882s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:05:29.504264, 0.0999s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:05:29.559805, 0.1556s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:05:29.649454, 0.2454s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:05:34.176077, 0.14s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:05:34.177496, 0.0628s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:05:35.377506, 0.1077s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:05:37.803433, 0.0972s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:05:37.960769, 0.123s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:05:37.962523, 0.0718s, 528B]
/v1/answer/7sjQxzvE7r2OWKw3TUVo [GET, 200, 127.0.0.1, 2022-04-16 19:05:38.029364, 0.0676s, 213B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:06:11.111445, 0.0665s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:06:11.214168, 0.0658s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:06:11.247744, 0.0966s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:06:11.361136, 0.2102s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:06:11.403479, 0.2527s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:06:13.719278, 0.1346s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:06:13.720549, 0.054s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:06:14.767684, 0.057s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:06:17.043533, 0.116s, 35B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:07:23.497301, 0.1698s, 175B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:07:23.594364, 0.0589s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:07:23.625946, 0.0822s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:07:23.738227, 0.1946s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:07:23.793033, 0.2538s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:07:26.220927, 0.1164s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:07:26.222320, 0.0515s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:07:27.274188, 0.0672s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:07:29.922370, 0.1287s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:07:30.310277, 0.1436s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:07:30.367963, 0.116s, 528B]
/v1/answer/lGWPgqVrposm2VMlQDjc [GET, 200, 127.0.0.1, 2022-04-16 19:07:30.369153, 0.059s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:38:48.793070, 0.4895s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:38:48.793894, 0.4901s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:38:49.667879, 0.1032s, 528B]
/v1/quiz/undefined/answer [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:38:55.497831, 0.0006s, 2B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:38:55.637234, 0.1371s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [OPTIONS, 200, 127.0.0.1, 2022-04-16 19:38:55.764735, 0.0886s, 2B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:38:55.766385, 0.0898s, 528B]
/v1/answer/rDrC5njAI87wnohdCA6J [GET, 200, 127.0.0.1, 2022-04-16 19:38:55.827632, 0.062s, 213B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:38:55.895255, 0.0632s, 11B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:40:45.488499, 0.2753s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:40:45.489964, 0.2766s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:40:47.014150, 0.679s, 528B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:40:48.383218, 0.2406s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:40:48.384647, 0.1509s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:40:49.431243, 0.0765s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:40:51.972967, 0.1062s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:40:52.145663, 0.135s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:40:52.147536, 0.0806s, 528B]
/v1/answer/LqPVDRWLkuA0uolCikS3 [GET, 200, 127.0.0.1, 2022-04-16 19:40:52.211842, 0.065s, 213B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:44:26.899985, 0.2245s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:44:26.944985, 0.2645s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:44:27.013265, 0.3337s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:44:27.120464, 0.4419s, 16B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:44:29.946689, 0.1587s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:44:29.948504, 0.0571s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:44:30.905394, 0.0706s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:44:33.282163, 0.1057s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:44:33.442129, 0.1268s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:44:33.513444, 0.1337s, 528B]
/v1/answer/cMODCmCUdZpoVx9x9kVj [GET, 200, 127.0.0.1, 2022-04-16 19:44:33.515070, 0.0733s, 213B]
/v1/quizzes/Influenza/getAll [GET, 200, 127.0.0.1, 2022-04-16 19:45:04.863579, 0.15s, 2812B]
/v1/quizzes/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:45:04.865979, 0.0608s, 7B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:45:05.609695, 0.1077s, 528B]
/v1/quiz/undefined/answer [POST, 200, 127.0.0.1, 2022-04-16 19:45:08.033000, 0.0896s, 35B]
/v1/quiz/complete/Influenza/G2IpC74oakMVVKT8GzJDGhv9Ng13/0/0 [POST, 200, 127.0.0.1, 2022-04-16 19:45:08.194940, 0.1278s, 11B]
/v1/quiz/Influenza/0 [GET, 200, 127.0.0.1, 2022-04-16 19:45:08.196874, 0.0709s, 528B]
/v1/answer/mI8CdPUpiXsHzBWcn0Pn [GET, 200, 127.0.0.1, 2022-04-16 19:45:08.246168, 0.05s, 213B]
/v1/users/details/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:47:10.014043, 0.179s, 175B]
/v1/users/getLeaderboard [GET, 200, 127.0.0.1, 2022-04-16 19:47:10.054463, 0.2146s, 337B]
/v1/users/unProgressedDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:47:10.113102, 0.2734s, 269B]
/v1/users/progressDiseases/G2IpC74oakMVVKT8GzJDGhv9Ng13 [GET, 200, 127.0.0.1, 2022-04-16 19:47:10.300907, 0.4621s, 16B]
